survey,target,target_description,target_question,target_section,country,pool_size,majority_baseline,flags,feat_rank,feat_variable,feat_description,feat_question,feat_section,feat_importance_mean,feat_importance_std
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Mauritania,159.0,0.7775,,4.0,Q627_3,Harassment of women at home,"In your opinion, how widespread is harassment of women in the home by family members in your country?",social_attitudes,0.01688,0.00298
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Mauritania,159.0,0.7775,,5.0,Q1015,Monthly household income,What is your monthly household income in local currency?,demographics,0.01266,0.00597
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Mauritania,159.0,0.7775,,6.0,Q118_2,Top economic priority second,What is the second most important issue the government should focus on to improve economic conditions in your country?,political_attitudes,0.01181,0.00353
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Mauritania,159.0,0.7775,,7.0,Q201A_2,Trust in courts,How much trust do you have in the courts and legal system?,institutional_trust,0.01097,0.0064
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Mauritania,159.0,0.7775,,8.0,QGAZA2,Gaza events term,"In your opinion, which of the following terms best describes the latest events in Gaza?",political_attitudes,0.01097,0.00481
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Mauritania,159.0,0.7775,,9.0,Q118_1,Top economic priority first,What is the most important issue the government should focus on to improve economic conditions in your country?,political_attitudes,0.01013,0.00231
arabbarometer,Q104,Thought about emigrating,Have you ever thought about emigrating from your country?,social_attitudes,Mauritania,159.0,0.7775,,10.0,Q1,Governorate,In which governorate do you live?,demographics,0.01013,0.00481
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Iraq,170.0,0.3466,,1.0,Q1002,Respondent gender,What is your gender?,demographics,0.01037,0.00359
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Iraq,170.0,0.3466,,2.0,Q601_5,Equal work opportunities,How much do you agree or disagree with the statement: 'Men and women should have equal work opportunities'?,social_attitudes,0.00954,0.00812
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Iraq,170.0,0.3466,,3.0,Q886,Travel discrimination basis outside MENA,"When citizens from your country travel outside the Middle East and North Africa, on what basis, if any, do you think they are likely to face discrimination?",social_attitudes,0.00871,0.0045
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Iraq,170.0,0.3466,,4.0,Q533_4,Need leader who bends rules,To what extent do you agree or disagree with this statement: This country needs a leader who can bend the rules if necessary to get things done?,political_attitudes,0.00747,0.00315
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Iraq,170.0,0.3466,,5.0,Q1,Governorate,In which governorate do you live?,demographics,0.00705,0.00728
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Iraq,170.0,0.3466,,6.0,Q540B_3,Impact of water scarcity,To what extent does water scarcity impact your everyday life?,contemporary_issues,0.00664,0.00399
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Iraq,170.0,0.3466,,7.0,Q601_4,Male university education priority,How much do you agree or disagree with the statement: 'University education for males is more important than university education for females'?,social_attitudes,0.00581,0.00174
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Iraq,170.0,0.3466,,8.0,Q610_1,Frequency of daily prayer,"Do you pray daily always, most of the time, sometimes, rarely, or never?",values_identity,0.00539,0.00347
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Iraq,170.0,0.3466,,9.0,Q508,Perceived democracy in USA,"In your opinion, to what extent is the United States of America a democratic country?",political_attitudes,0.00539,0.00478
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Iraq,170.0,0.3466,,10.0,Q277_1,Robberies in neighborhood,"In your neighborhood, how often do robberies happen?",wellbeing,0.00498,0.00377
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Kuwait,141.0,0.3063,,1.0,Q424,Daily hours on social media,"On a typical day, how many hours do you spend on social media platforms?",contemporary_issues,0.01411,0.00754
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Kuwait,141.0,0.3063,,2.0,Q511,Perceived democracy in own country,"In your opinion, to what extent is your country a democratic country?",political_attitudes,0.01162,0.01536
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Kuwait,141.0,0.3063,,3.0,QKUW41,Evaluation of Kuwait's external aid volume,How would you evaluate the volume of external aid provided by Kuwait?,political_attitudes,0.01162,0.00541
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Kuwait,141.0,0.3063,,4.0,QKUW36,Main mobile provider,Who is the mobile phone provider of your main mobile line?,demographics,0.01079,0.00371
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Kuwait,141.0,0.3063,,5.0,Q1005,Employment status,"Are you currently employed, self-employed, retired, a housewife, a student, unemployed and/or looking for work, or something else?",demographics,0.00996,0.00473
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Kuwait,141.0,0.3063,,6.0,Q626,Biggest childcare problem,"Thinking of childcare options in your country, which of the following is the biggest problem?",social_attitudes,0.00913,0.00541
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Kuwait,141.0,0.3063,,7.0,Q204_2,Government performance creating jobs,How would you evaluate the current government's performance in creating employment opportunities?,institutional_trust,0.00913,0.00347
arabbarometer,Q534_2,Security of mobile calls,"When you have private information to share with a trusted person, how secure do you feel using a mobile phone to talk?",contemporary_issues,Kuwait,141.0,0.3063,,8.0,Q431_2,Concern about platform censorship,"Thinking of your use of social media, to what extent are you concerned about social media platforms themselves censoring your online activity?",contemporary_issues,0.00913,0.0085
